feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
3114	19	Fatty acids	0.6923076923076923	Sphingolipids	0.16483516483516483	Sphingoid bases	0.15384615384615385	1.0	0.6943946	ISDB	http://www.wikidata.org/entity/Q105165305	MIZMWVRZUWPMBI-UHFFFAOYSA-N	InChI=1S/C20H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h14-19H,2-13H2,1H3,(H2,21,22)	CCCCCCCCCCCCCC=CC=CC=CC(N)=O	C20H35NO		305.27186474	Icosa-2,4,6-trienamide	MIZMWVRZUWPMBI	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q685336	Piper longum	97780.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper longum']		['Eukaryota']									1	1	4.277578353881836	1
3110	-1							1.0	0.8607559	ISDB	http://www.wikidata.org/entity/Q105381079	ZPPHFUACQVCJTO-UHFFFAOYSA-N	InChI=1S/C10H6O4/c11-7-1-2-12-8-4-10-9(3-6(7)8)13-5-14-10/h1-4H,5H2	O=c1ccoc2cc3c(cc12)OCO3	C10H6O4		190.026608672	6,7-Methylenedioxy-4H-1-benzopyran-4-one	ZPPHFUACQVCJTO	Polyketides	Chromanes	Chromones	http://www.wikidata.org/entity/Q27943	Salicornia europaea	138420.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Chenopodiaceae']	['Unknown']	['Salicornia']	['Salicornia europaea']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	7.443023681640625	1
3108	333	Alkaloids	0.4444444444444444	Small peptides	0.2222222222222222	Pyridine alkaloids	0.2222222222222222	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105376276	ZIEFIDANMCIAOW-LBPRGKRZSA-N	InChI=1S/C12H11NO2S/c1-12(15)7-16-11-9(6-14)8-4-2-3-5-10(8)13(11)12/h2-6,15H,7H2,1H3/t12-/m0/s1	C[C@]1(O)CSc2c(C=O)c3ccccc3n21	C12H11NO2S	pos_2_2proton1acetonitrile	233.051049592	(1S)-1-hydroxy-1-methyl-2H-[1,3]thiazolo[3,2-a]indole-4-carbaldehyde	ZIEFIDANMCIAOW	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	http://www.wikidata.org/entity/Q3384	Brassica rapa	833632.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica rapa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	1	6.5	1
3097	258	Alkaloids	0.5	Tyrosine alkaloids	0.5	Phenylethylamines	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q165930	DZGWFCGJZKJUFP-UHFFFAOYSA-N	InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2	NCCc1ccc(O)cc1	C8H11NO	pos_1_1proton1dmso	137.084063972	Tyramine	DZGWFCGJZKJUFP	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
3091	-1							2.0	0.3200549	ISDB	http://www.wikidata.org/entity/Q105342087	XUBVCJMVRGITPS-UHFFFAOYSA-N	InChI=1S/C12H10N2O2/c1-16-9-6-7-2-4-13-8-3-5-14-11(10(7)8)12(9)15/h2-6,14-15H,1H3	COc1cc2ccnc3c2c(c1O)NC=C3	C12H10N2O2		214.07422756		XUBVCJMVRGITPS	Alkaloids	Tryptophan alkaloids		http://www.wikidata.org/entity/Q2382180	Aaptos aaptos	662725.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Suberitida']	['Suberitidae']	['Unknown']	['Aaptos']	['Aaptos aaptos']		['Eukaryota']	['Metazoa']								2	0	3.280219554901123	1
3086	39	Shikimates and Phenylpropanoids	0.3181818181818182	Flavonoids	0.2727272727272727	Fatty alcohols	0.18181818181818182	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104376060	LTYOTHHOFKKKQH-UHFFFAOYSA-N	InChI=1S/C5H7NS/c1-2-3-4-7-5-6/h2H,1,3-4H2	C=CCCSC#N	C5H7NS	pos_2MK	113.029920224	3-Butenyl thiocyanate	LTYOTHHOFKKKQH	Fatty acids	Fatty acyls	Fatty alcohols	http://www.wikidata.org/entity/Q164143	Descurainia sophia	67981.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Descurainieae']	['Descurainia']	['Descurainia sophia']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
3085	170	Terpenoids	1.0	Monoterpenoids	1.0	Acyclic monoterpenoids	1.0	2.0	0.2164536	ISDB	http://www.wikidata.org/entity/Q105226992	QSGZRCKKGZPIIZ-RPXSYWBFSA-N	InChI=1S/C21H38O11/c1-11(5-4-7-21(2,3)28)6-8-29-20-18(27)16(25)15(24)13(32-20)10-31-19-17(26)14(23)12(22)9-30-19/h6,12-20,22-28H,4-5,7-10H2,1-3H3/b11-6+/t12-,13+,14+,15+,16-,17+,18+,19-,20+/m0/s1	C/C(=C\CO[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)CCCC(C)(C)O	C21H38O11		466.241412036	(2R,3R,4S,5S,6R)-2-[(E)-7-hydroxy-3,7-dimethyloct-2-enoxy]-6-[[(2S,3R,4R,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol	QSGZRCKKGZPIIZ	Terpenoids	Monoterpenoids	Acyclic monoterpenoids	http://www.wikidata.org/entity/Q161665	Rhodiola rosea	914930.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Saxifragales']	['Crassulaceae']	['Unknown']	['Rhodiola']	['Rhodiola rosea']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	6.365814387798309	1
3081	259	Shikimates and Phenylpropanoids	0.5714285714285714	Phenolic acids (C6-C1)	0.5714285714285714	Simple phenolic acids	0.5714285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105136971	JYFOSWJYZIVJPO-UHFFFAOYSA-N	InChI=1S/C14H18O9/c1-21-8-4-6(13(19)20)2-3-7(8)22-14-12(18)11(17)10(16)9(5-15)23-14/h2-4,9-12,14-18H,5H2,1H3,(H,19,20)	COc1cc(C(=O)O)ccc1OC1OC(CO)C(O)C(O)C1O	C14H18O9	pos_1_1proton1ammonium	330.095082156	Vanillic acid glucoside	JYFOSWJYZIVJPO	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q146202	Sinapis alba	359058.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Sinapis']	['Sinapis alba']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
3080	101	Fatty acids	0.7777777777777778	Fatty acyls	0.4444444444444444	N-acyl ethanolamines (endocannabinoids)	0.2777777777777778	8.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27254281	YVWMHFYOIJMUMN-CYZWUHAYSA-N	InChI=1S/C18H30O3/c1-2-3-4-5-6-7-8-9-10-11-12-14-17(19)15-13-16-18(20)21/h10-12,14H,2-9,13,15-16H2,1H3,(H,20,21)/b11-10+,14-12+	CCCCCCCCC/C=C/C=C/C(=O)CCCC(=O)O	C18H30O3	pos_1_1proton1acetonitrile	294.21949482	Macaene	YVWMHFYOIJMUMN	Fatty acids	Fatty Acids and Conjugates	Oxo fatty acids	http://www.wikidata.org/entity/Q795158	Lepidium meyenii	681784.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Lepidieae']	['Lepidium']	['Lepidium meyenii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	1	6.5	1
3080	101	Fatty acids	0.7777777777777778	Fatty acyls	0.4444444444444444	N-acyl ethanolamines (endocannabinoids)	0.2777777777777778	8.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105236835	RIGGEAZDTKMXSI-RWUWUJKWSA-N	InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14,17,19H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b4-3-,8-6-,14-11+/t17-/m0/s1	CC/C=C\C/C=C\C=C\[C@H](O)CCCCCCCC(=O)O	C18H30O3	pos_1_1proton1acetonitrile	294.21949482	(9R,10E,12Z,15Z)-9-hydroxyoctadeca-10,12,15-trienoic acid	RIGGEAZDTKMXSI	Fatty acids	Octadecanoids	Other Octadecanoids	http://www.wikidata.org/entity/Q212547	Isatis tinctoria	631500.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Isatideae']	['Isatis']	['Isatis tinctoria']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	1	6.5	1
3080	101	Fatty acids	0.7777777777777778	Fatty acyls	0.4444444444444444	N-acyl ethanolamines (endocannabinoids)	0.2777777777777778	8.0	0.0	MS1_match	http://www.wikidata.org/entity/Q50318261	YGJTUEISKATQSM-USWFWKISSA-N	InChI=1S/C20H30O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4-,10-8-,11-9-,17-14+	CCCCCC(=O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O	C20H30O3	pos_1_1proton1ammonium	318.21949482	(5Z,8Z,11Z,13E)-15-oxoicosa-5,8,11,13-tetraenoic acid	YGJTUEISKATQSM	Fatty acids	Eicosanoids	Hydroxy-hydroperoxyeicosatetraenoic acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	1	6.5	1
3079	23	Alkaloids	1.0	Nicotinic acid alkaloids	1.0	Pyridine alkaloids	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q410465	TWBYWOBDOCUKOW-UHFFFAOYSA-N	InChI=1S/C6H5NO2/c8-6(9)5-1-3-7-4-2-5/h1-4H,(H,8,9)	O=C(O)c1ccncc1	C6H5NO2	pos_1_1proton	123.0320284	Isonicotinic acid	TWBYWOBDOCUKOW	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
3079	23	Alkaloids	1.0	Nicotinic acid alkaloids	1.0	Pyridine alkaloids	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q134658	PVNIIMVLHYAWGP-UHFFFAOYSA-N	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	O=C(O)c1cccnc1	C6H5NO2	pos_1_1proton	123.0320284	Hydron;pyridine-3-carboxylate	PVNIIMVLHYAWGP	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
3068	102	Fatty acids	0.5714285714285714	Fatty Acids and Conjugates	0.5714285714285714	Wax monoesters	0.42857142857142855	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q415428	LRQKBLKVPFOOQJ-YFKPBYRVSA-N	InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1	CCCC[C@H](N)C(=O)O	C6H13NO2	pos_1_1proton1isopropanol	131.094628656	(2S)-2-ammoniohexanoate	LRQKBLKVPFOOQJ	Fatty acids	Fatty Acids and Conjugates	Amino fatty acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	2	7.0	1
3068	102	Fatty acids	0.5714285714285714	Fatty Acids and Conjugates	0.5714285714285714	Wax monoesters	0.42857142857142855	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q255968	SLXKOJJOQWFEFD-UHFFFAOYSA-N	InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)	NCCCCCC(=O)O	C6H13NO2	pos_1_1proton1isopropanol	131.094628656	6-Azaniumylhexanoate	SLXKOJJOQWFEFD	Fatty acids	Fatty Acids and Conjugates	Amino fatty acids	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	2	7.0	1
3067	71	Shikimates and Phenylpropanoids	0.6	Phenolic acids (C6-C1)	0.6	Simple phenolic acids	0.6	1.0	0.48051095	ISDB	http://www.wikidata.org/entity/Q104985699	DNQQEEOKVVSMQI-JZTLDUIISA-N	InChI=1S/C16H19NO9/c18-6-9-11(21)12(22)13(23)14(25-9)26-16(5-10(19)20)7-3-1-2-4-8(7)17-15(16)24/h1-4,9,11-14,18,21-23H,5-6H2,(H,17,24)(H,19,20)/t9-,11-,12+,13-,14+,16-/m1/s1	O=C(O)C[C@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)Nc2ccccc21	C16H19NO9		369.105981188	2-[(3R)-2-oxo-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1H-indol-3-yl]acetic acid	DNQQEEOKVVSMQI	Alkaloids	Tryptophan alkaloids	Simple oxindole alkaloids	http://www.wikidata.org/entity/Q131517	Prunus cerasus	900499.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus cerasus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.922043800354004	1
3063	151	Shikimates and Phenylpropanoids	1.0	Coumarins	1.0	Simple coumarins	1.0	18.0	0.0	MS1_match	http://www.wikidata.org/entity/Q111812	ZYGHJZDHTFUPRJ-UHFFFAOYSA-N	InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H	O=c1ccc2ccccc2o1	C9H6O2	pos_1_1proton1isopropanol	146.036779432	Coumarin	ZYGHJZDHTFUPRJ	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	http://www.wikidata.org/entity/Q146212	Brassica oleracea	833642.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica oleracea']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
3061	-1							1.0	0.53045976	ISDB	http://www.wikidata.org/entity/Q105191329	OFOZQDMSBJOEHH-MRXNPFEDSA-N	InChI=1S/C17H31NO/c1-4-6-7-8-9-10-11-12-13-14-17(19)18-15-16(3)5-2/h11-14,16H,4-10,15H2,1-3H3,(H,18,19)/t16-/m1/s1	CCCCCCCC=CC=CC(=O)NC[C@H](C)CC	C17H31NO		265.240564612	N-[(2R)-2-methylbutyl]dodeca-2,4-dienamide	OFOZQDMSBJOEHH	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q1062627	Echinacea angustifolia	618371.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Heliantheae']	['Echinacea']	['Echinacea angustifolia']		['Eukaryota']									1	0	3.1218390464782715	1
3060	876	Polyketides	1.0	Steroids	0.75	Cholestane steroids	0.75	22.0	0.32358584	ISDB	http://www.wikidata.org/entity/Q104888912	XSGAQCLMXROKDH-JOYBJKFPSA-N	InChI=1S/C27H46O3/c1-17(2)7-6-12-27(5,30)24-23(29)16-22-20-9-8-18-15-19(28)10-13-25(18,3)21(20)11-14-26(22,24)4/h8,17,19-24,28-30H,6-7,9-16H2,1-5H3/t19-,20+,21-,22-,23-,24-,25-,26-,27+/m0/s1	CC(C)CCC[C@@](C)(O)[C@H]1[C@@H](O)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	C27H46O3		418.344695332	(3S,8S,9S,10R,13S,14S,16S,17R)-17-[(2R)-2-hydroxy-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,16-diol	XSGAQCLMXROKDH	Terpenoids	Steroids	Cholestane steroids	http://www.wikidata.org/entity/Q15543893	Commiphora mukul	7058218.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Burseraceae']	['Unknown']	['Commiphora']	['Commiphora mukul']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	6.79434335231781	1
3059	6	Shikimates and Phenylpropanoids	0.39655172413793105	Small peptides	0.29310344827586204	Aminoacids	0.25862068965517243	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27278205	DGYHPLMPMRKMPD-UHFFFAOYSA-N	InChI=1S/C5H7NO2/c1-2-3-4(6)5(7)8/h1,4H,3,6H2,(H,7,8)	C#CCC(N)C(=O)O	C5H7NO2	pos_1_1proton1methanol	113.047678464	2-(Prop-2-ynylamino)acetate	DGYHPLMPMRKMPD	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
3058	98	Shikimates and Phenylpropanoids	0.45569620253164556	Coumarins	0.35443037974683544	Simple coumarins	0.35443037974683544	1.0	0.75017655	ISDB	http://www.wikidata.org/entity/Q27269592	DPTUTXWBBUARQB-UHFFFAOYSA-N	InChI=1S/C9H6O3/c10-7-3-1-2-6-4-5-8(11)12-9(6)7/h1-5,10H	O=c1ccc2cccc(O)c2o1	C9H6O3		162.031694052	8-Hydroxycoumarin	DPTUTXWBBUARQB	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	http://www.wikidata.org/entity/Q238591	Murraya paniculata	81668.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Murraya']	['Murraya paniculata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.500706195831299	1
3057	116	Terpenoids	1.0	Triterpenoids	1.0	Cinnamic acids and derivatives	1.0	14.0	0.0	MS1_match	http://www.wikidata.org/entity/Q411469	XZTUSOXSLKTKJQ-CESUGQOBSA-N	InChI=1S/C23H34O4/c1-21-8-5-16(24)12-15(21)3-4-19-18(21)6-9-22(2)17(7-10-23(19,22)26)14-11-20(25)27-13-14/h11,15-19,24,26H,3-10,12-13H2,1-2H3/t15-,16+,17-,18+,19-,21+,22-,23+/m1/s1	C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O	C23H34O4	pos_1_minus1proton1iron	374.245709568	Digitoxigenin	XZTUSOXSLKTKJQ	Terpenoids	Steroids	Cardenolides	http://www.wikidata.org/entity/Q159370	Erysimum cheiri	3933296.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Erysimeae']	['Erysimum']	['Erysimum cheiri']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	1	6.5	1
3050	225	Fatty acids	0.6153846153846154	Glycerophospholipids	0.6153846153846154	Glycerophosphoethanolamines	0.6153846153846154	1.0	0.2646634	ISDB									DYPPICYABYUFLB							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.0586535930633545	1
3049	359	Amino acids and Peptides	0.25	Amino acid glycosides	0.25	Purine nucleos(t)ides	0.25	1.0	0.3379504	ISDB									LTURIPNWWNHWAO							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.3518016338348389	1
3047	213	Shikimates and Phenylpropanoids	1.0	Phenylpropanoids (C6-C3)	1.0	Cinnamic acids and derivatives	1.0	3.0	0.35970083	ISDB	http://www.wikidata.org/entity/Q7072006	PMOWTIHVNWZYFI-AATRIKPKSA-N	InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+	O=C(O)/C=C/c1ccccc1O	C9H8O3		164.047344116	2-Hydroxycinnamic acid	PMOWTIHVNWZYFI	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q3384	Brassica rapa	833632.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica rapa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	8.938803315162659	1
3036	60	Fatty acids	0.4482758620689655	Fatty Acids and Conjugates	0.3793103448275862	Hydroxy fatty acids	0.27586206896551724	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27109238	KIHBGTRZFAVZRV-UHFFFAOYSA-N	InChI=1S/C18H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(19)18(20)21/h17,19H,2-16H2,1H3,(H,20,21)	CCCCCCCCCCCCCCCCC(O)C(=O)O	C18H36O3	pos_1_1proton1ammonium	300.266445012	2-Hydroxyoctadecanoic acid	KIHBGTRZFAVZRV	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
3036	60	Fatty acids	0.4482758620689655	Fatty Acids and Conjugates	0.3793103448275862	Hydroxy fatty acids	0.27586206896551724	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27148249	VLHZUYUOEGBBJB-UHFFFAOYSA-N	InChI=1S/C18H36O3/c19-17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18(20)21/h19H,1-17H2,(H,20,21)	O=C(O)CCCCCCCCCCCCCCCCCO	C18H36O3	pos_1_1proton1ammonium	300.266445012	18-Hydroxyoctadecanoic acid	VLHZUYUOEGBBJB	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
3036	60	Fatty acids	0.4482758620689655	Fatty Acids and Conjugates	0.3793103448275862	Hydroxy fatty acids	0.27586206896551724	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27124231	UGAGPNKCDRTDHP-UHFFFAOYSA-N	InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)	O=C(O)CCCCCCCCCCCCCCCO	C16H32O3	pos_1_1proton1ethylamine	272.235144884	16-Hydroxyhexadecanoic acid	UGAGPNKCDRTDHP	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
